,ID,Title,URL,Dates,Date Range,Description,Subjects_one,Subjects_two,Subjects_three,Subjects_four,Subjects_five,Subjects_six,Subjects_seven,Subjects_eight,Subjects_nine,Subjects_ten,Subjects_eleven,Subjects_twelve,Subjects_grouped,Location_one,Location_two,Location_three,Location_four,Location_five,Locations_grouped
53,d4b8d8dab9bb27e80bb1c4e048174678," 'Immigration laws and regulations of July 1, 1907' ",http://catalog.hathitrust.org/Record/100765990,1910,1900-1910, 'At head of title: Department of commerce and labor. Bureau of immigration and naturalization.' ,   Emigration and immigration law  ,    Emigration and immigration law--United States  ,    United States  ,,,,,,,,,,   Emigration and immigration law      Emigration and immigration law--United States      United States  ,   United States  ,,,,,   United States  
54,d7b7a59ead48d478807de13199bdde4e," 'Deportation of aliens hearings before a subcommittee of the Committee on Immigration, United States Senate, Seventy-sixth Congress, second and third sessions, on H.R. 4860, an act to amend existing law so as to provide for the exclusion and deportation of aliens who advocate the making of any changes in the American form of government, July 28, 1939; February 21 and April 25, 1940' ",http://catalog.gpo.gov/F/?func=direct&doc_number=000878584&format=999,1940,1940-1950," 'Title from title screen (viewed on Sept. 11, 2012).' ",   Noncitizens--United States  ,    Deportation--United States  ,,,,,,,,,,,   Noncitizens--United States      Deportation--United States  ,   United States  ,,,,,   United States  
55,7e6a795d7a587bad24de4f26a317671d, 'National origins provision of immigration law' ,http://catalog.hathitrust.org/Record/001158042,1928,1920-1930,,   United States--Emigration and immigration  ,,,,,,,,,,,,   United States--Emigration and immigration  ,   United States  ,,,,,   United States  
56,1d1083ecc113c959f639e6668eb1f1bc," 'Immigration laws and regulations of July 1, 1907' ",http://catalog.hathitrust.org/Record/100766034,1909,1900-1910, 'At head of title: Department of commerce and labor. Bureau of immigration and naturalization.' ,   United States. Bureau of Immigration and Naturalization  ,    Emigration and immigration  ,    United States  ,    United States--Emigration and immigration  ,,,,,,,,,   United States. Bureau of Immigration and Naturalization      Emigration and immigration      United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
57,1b592cf2c2aff937a20b790af968d205," 'Immigration laws and regulations. August, 1903' ",http://catalog.hathitrust.org/Record/100415816,1904,1900-1910, 'On verso of t.-p.: Department of Commerce and Labor. Document no. 9. Bureau of Immigration.' ,   Emigration and immigration law--United States  ,,,,,,,,,,,,   Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
58,d9379eda227c18021f7b4bf76bb2d6ca," 'Restriction of Western hemisphere immigration : hearing before the Committee on Immigration, United States Senate, Seventieth Congress, first session, on S. 1437, a bill to subject certain immigrants, born in countries of the Western hemisphere, to the quota under the immigration laws, February 1, 1928' ",http://catalog.hathitrust.org/Record/100663329,1928,1920-1930," 'Hiram W. Johnson, chairman.' ",   United States--Emigration and immigration  ,,,,,,,,,,,,   United States--Emigration and immigration  ,   United States  ,,,,,   United States  
59,c6cad74626fccedff31281b893b92499," 'American citizenship rights of women hearing before a subcommittee of the Committee on immigration, United States Senate, Seventy-second Congress, second session, on S. 992, a bill relating to the residence requirements for naturalization purposes of alien wives of members of the diplomatic and consular service of the United States and wives of other employees of the United States government stationed abroad; S. 2760, a bill relative to the admission under the immigration laws of wives of American citizens; S. 3968, a bill to provide for the citizenship of a child born of an American mother and an alien father; and S. 4169, a bill relative to the citizenship of minor children, and for other purposes. March 2, 1933' ",http://catalog.gpo.gov/F/?func=direct&doc_number=000878582&format=999,1933,1930-1940," 'Title from title screen (viewed on Sept. 11, 2012).', '""American citizenship rights of women, by John L. Cable.""--P. 5-76.' ",   Citizenship  ,"    Women--Legal status,  laws,  etc.--United States  ",, ,,,,,,,,,"   Citizenship      Women--Legal status,  laws,  etc.--United States   ",   United States  ,,,,,   United States  
60,f8200f6052a625d886539fe29036ed32, 'Amendment of immigration laws' ,http://catalog.hathitrust.org/Record/001152000,1912,1910-1920,,   Emigration and immigration law--United States  ,    United States--Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law--United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
61,8f27713454a420095b3bf0dd4b6a8f01," 'Immigration and nationality laws and regulations, as of March 1, 1944..' ",http://catalog.hathitrust.org/Record/010075403,1944,1940-1950," 'Supplement. 1-3; Mar. 1/Dec. 31, 1944-1946.', '""Certain gaps in pagination have been left for expansion and revision.""--Introd.' ",   Naturalization--United States  ,    Citizenship--United States  ,    Emigration and immigration law--United States  ,,,,,,,,,,   Naturalization--United States      Citizenship--United States      Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
62,68d2cc272e1681f0c154cfb15c56108f," 'Poor-laws of Massachusetts and New York with appendices containing the United States immigration and contract-labor laws', 'Publications of the American Economic Association' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099560630203941,©1895,," '""Reprinted from publications of the American Economic Association, vol. X, no. 4.""', 'Pages also numbered: 482-611.', 'Ph. D. University of Chicago 1895', 'Includes bibliographical references.' ",   Poor laws  ,,,,,,,,,,,,   Poor laws  ,   Massachusetts  ,    New York (State)  ,,,,   Massachusetts      New York (State)  
63,21c797d32b7bd0a247ef84098b59ee24, 'Operation of present immigration law a statement in regard to the operation of the present immigration law' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099900360203941,1913,1910-1920, 'Signed: Danl. J. Keefe.' ,   Emigration and immigration law  ,,,,,,,,,,,,   Emigration and immigration law  ,   United States  ,,,,,   United States  
64,8fb95693f22cd6ede885e091807d2b1e, 'A bill to amend the immigration laws of the United States' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099803280203941,1898,1890-1900," 'Caption title.', 'At head of title: 55th Congress, 2d session, H.R. 7742, in the House of Representatives.', '""February 5, 1898. Mr. Corliss introduced the following bill; which was referred to the Committee on Immigration and Naturalization and ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
65,41d86071e42a8be687d0100c692a6e98, 'A bill to provide for more rigid inspection of immigrants and to enforce existing laws relating thereto' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099803990203941,1898,1890-1900," 'Caption title.', 'At head of title: 55th Congress, 2d session, H.R. 8869, in the House of Representatives.', '""March 4, 1898. Mr. Robbins introduced the following bill; which was referred to the Committee on Immigration and Naturalization and ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
66,bca8fab768f960e9e35e52a53fa2eca0," 'Regulating the immigration of aliens into United States Mr. Dillingham presented the following conference report on the bill (S. 4403), entitled ""A bill to amend an act entitled \'An act to regulate the immigration of aliens into the United States,\' approved March third, nineteen hundred and three,"" also a comparative statement showing the present law and the bill as agreed to in conference' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099844460203941,1907,1900-1910," 'Caption title.', '""February 13, 1907.--Ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
67,252bc9be77692fe4fde27c34789b9966," 'H.R. 4548, in the House of Representatives December 6, 1905, Mr. Watson introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : a bill to amend the immigration laws of the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100011530203941,1905? ,," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Reading  ,    Ability testing  ,    Emigration and immigration  ,,,,,,,,,   Emigration and immigration law      Reading      Ability testing      Emigration and immigration  ,   United States  ,,,,,   United States  
68,ddba4d7f210805bbccbba61883feeca2," 'S. 947, in the Senate of the United States December 5, 1901, Mr. Perkins introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill to amend the immigration laws of the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100125070203941,1901,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
69,5767b4b4ea972d04eeb8fa2e25a3c093," 'S. 1450, in the Senate of the United States December 10, 1901, Mr. Proctor introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill to continue in force laws prohibiting the coming of Chinese into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100125080203941,1901,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 1st session.' ",   Chinese  ,    Immigrants  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,   Chinese      Immigrants      Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
70,0fc0df58afdfec600bdec82f2c612c99," 'H.J. Res. 121, in the House of Representatives March 19, 1906, Mr. Bennet, of New York, introduced the following joint resolution, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : joint resolution permitting the waiving of the alien immigration law in certain cases' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100045180203941,1906,1900-1910," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
